CLIENTNUM,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Attrition_Flag
712569408,56,F,4,Doctorate,Single,$40K - $60K,Blue,44,4,2,3,3455.0,1385,2070.0,0.773,4925,82,0.745,0.401,Existing Customer
789791808,43,M,4,High School,Married,$40K - $60K,Blue,32,2,2,2,7139.0,1512,5627.0,1.106,14802,112,0.75,0.212,Existing Customer
814497483,60,M,0,Uneducated,Married,$60K - $80K,Blue,55,6,1,2,6479.0,1393,5086.0,0.468,1618,47,0.958,0.215,Existing Customer
712986483,32,M,3,College,Unknown,$80K - $120K,Blue,36,3,5,2,15412.0,0,15412.0,0.589,3993,73,0.659,0.0,Existing Customer
713352183,30,M,1,Post-Graduate,Married,Less than $40K,Blue,17,5,1,2,7173.0,1227,5946.0,0.646,1793,33,0.737,0.171,Existing Customer
828294933,49,F,3,High School,Married,Less than $40K,Blue,45,3,2,3,2951.0,2437,514.0,0.765,2519,36,0.565,0.826,Attrited Customer
710456658,50,F,4,Graduate,Married,Less than $40K,Blue,31,4,2,1,2080.0,1799,281.0,0.651,5130,82,0.864,0.865,Existing Customer
712643358,59,F,0,High School,Married,Less than $40K,Blue,49,6,2,4,2833.0,1609,1224.0,0.78,1335,23,1.3,0.568,Existing Customer
780529908,43,F,3,College,Single,Less than $40K,Blue,30,3,3,2,2023.0,1331,692.0,0.624,5098,79,0.681,0.658,Existing Customer
756458508,44,M,3,Graduate,Single,$60K - $80K,Blue,37,5,2,3,1682.0,930,752.0,0.903,3309,67,1.03,0.553,Existing Customer
720446508,50,F,2,Uneducated,Single,Less than $40K,Blue,36,5,3,2,1721.0,1037,684.0,0.721,2681,57,0.727,0.603,Existing Customer
794507133,37,F,2,Doctorate,Single,$40K - $60K,Blue,18,4,1,3,1900.0,0,1900.0,0.776,2880,46,0.353,0.0,Attrited Customer
708664008,57,M,3,College,Married,$80K - $120K,Blue,45,6,3,4,14270.0,0,14270.0,0.398,1222,37,0.423,0.0,Existing Customer
772571508,34,F,2,High School,Single,Less than $40K,Blue,24,4,1,0,2799.0,0,2799.0,0.696,2311,43,0.654,0.0,Existing Customer
719756133,34,M,4,Uneducated,Single,$60K - $80K,Blue,20,3,2,6,3940.0,1384,2556.0,0.908,3257,53,0.767,0.351,Attrited Customer
715565058,27,F,1,Uneducated,Unknown,Less than $40K,Blue,16,3,1,2,1438.3,0,1438.3,0.469,4479,70,0.628,0.0,Existing Customer
711692508,54,F,2,Post-Graduate,Married,Less than $40K,Blue,47,3,4,3,1438.3,0,1438.3,1.053,1154,22,0.375,0.0,Attrited Customer
715785933,54,M,3,College,Married,$80K - $120K,Blue,45,4,3,0,3380.0,1655,1725.0,0.636,1636,58,0.706,0.49,Existing Customer
710229333,38,M,2,College,Single,$40K - $60K,Blue,20,6,1,3,11068.0,1254,9814.0,0.418,3812,64,0.641,0.113,Existing Customer
708112008,56,M,2,Graduate,Married,$80K - $120K,Blue,36,4,2,3,23510.0,1049,22461.0,0.438,1661,35,0.296,0.045,Existing Customer
720504633,46,M,2,Uneducated,Unknown,$60K - $80K,Blue,32,6,2,3,3254.0,0,3254.0,0.733,967,24,1.182,0.0,Attrited Customer
718142958,46,M,4,Graduate,Single,$60K - $80K,Blue,27,3,3,2,21839.0,960,20879.0,0.566,5623,94,0.516,0.044,Existing Customer
709695333,48,M,2,High School,Single,$80K - $120K,Blue,36,3,2,4,10227.0,1695,8532.0,0.875,3577,82,0.783,0.166,Existing Customer
708948483,54,M,3,Graduate,Married,$80K - $120K,Silver,36,2,3,1,34516.0,761,33755.0,0.838,8444,68,0.744,0.022,Attrited Customer
789492558,49,F,2,College,Married,Less than $40K,Blue,40,1,2,1,2096.0,1276,820.0,0.6,4926,82,0.745,0.609,Existing Customer
817988433,56,M,3,Unknown,Single,$60K - $80K,Blue,51,2,2,2,6941.0,1013,5928.0,0.552,4097,78,0.592,0.146,Existing Customer
772111083,50,M,1,High School,Married,$80K - $120K,Blue,39,3,3,2,5384.0,1396,3988.0,0.756,4338,75,0.829,0.259,Existing Customer
714166833,44,F,3,Graduate,Single,Less than $40K,Silver,34,3,3,2,13609.0,1432,12177.0,0.836,7796,77,0.791,0.105,Existing Customer
709873683,60,M,0,Doctorate,Unknown,$40K - $60K,Silver,53,4,2,1,16541.0,1428,15113.0,0.846,4352,82,0.907,0.086,Existing Customer
720484908,65,F,1,Post-Graduate,Married,$40K - $60K,Blue,52,5,3,3,2155.0,0,2155.0,1.423,1655,27,1.25,0.0,Existing Customer
708582858,38,M,3,Graduate,Single,$60K - $80K,Blue,25,3,3,4,18293.0,0,18293.0,0.571,2958,63,0.432,0.0,Existing Customer
779257233,47,M,2,Uneducated,Single,$120K +,Blue,29,2,3,2,28852.0,1974,26878.0,0.713,7432,90,0.607,0.068,Existing Customer
712363158,36,M,1,Graduate,Single,$60K - $80K,Blue,24,3,2,1,20101.0,1299,18802.0,0.858,14732,115,0.855,0.065,Existing Customer
711824358,44,F,4,College,Single,Less than $40K,Blue,31,3,3,2,3228.0,0,3228.0,0.747,4524,70,0.667,0.0,Existing Customer
799486158,39,F,1,Graduate,Married,Less than $40K,Blue,29,4,2,4,1438.3,949,489.3,0.736,4222,65,0.667,0.66,Existing Customer
710555433,42,F,4,Graduate,Single,Less than $40K,Blue,36,6,2,2,2803.0,0,2803.0,0.623,2216,40,0.6,0.0,Attrited Customer
717000858,41,M,2,Graduate,Married,Less than $40K,Blue,29,3,2,2,2683.0,1738,945.0,0.745,2274,52,0.733,0.648,Existing Customer
718100808,49,F,1,Uneducated,Married,Less than $40K,Gold,37,2,3,1,15987.0,2065,13922.0,0.705,7395,100,0.562,0.129,Existing Customer
709408983,54,M,2,High School,Married,$120K +,Blue,42,3,2,3,5256.0,889,4367.0,0.559,5078,91,0.685,0.169,Existing Customer
714554808,51,F,1,Graduate,Married,Less than $40K,Blue,40,3,3,0,2774.0,1362,1412.0,0.866,4802,91,0.685,0.491,Existing Customer
711944733,45,F,2,High School,Married,Less than $40K,Blue,36,1,2,2,1457.0,828,629.0,0.852,5401,93,0.661,0.568,Existing Customer
720644883,53,F,1,College,Married,Unknown,Blue,40,3,2,1,4941.0,1867,3074.0,0.73,5104,87,0.851,0.378,Existing Customer
714964758,45,F,5,Graduate,Divorced,$40K - $60K,Blue,36,5,2,2,10400.0,1777,8623.0,0.791,1105,28,0.867,0.171,Existing Customer
714312708,44,M,0,High School,Single,$60K - $80K,Blue,36,6,3,2,6606.0,2517,4089.0,0.825,4493,68,0.659,0.381,Existing Customer
714073983,47,M,2,Unknown,Single,$40K - $60K,Blue,36,6,3,3,7327.0,0,7327.0,0.857,1788,46,0.586,0.0,Existing Customer
719572833,57,F,3,Graduate,Unknown,$40K - $60K,Blue,46,2,2,2,2791.0,1550,1241.0,0.672,5440,83,0.66,0.555,Existing Customer
717999183,36,M,3,High School,Married,$60K - $80K,Blue,36,6,3,3,4108.0,1659,2449.0,1.202,2275,58,0.871,0.404,Existing Customer
801783108,46,M,3,College,Married,$120K +,Blue,40,6,3,3,1438.3,0,1438.3,0.681,4833,69,0.769,0.0,Existing Customer
715429608,45,F,3,College,Married,Less than $40K,Blue,37,4,3,1,4602.0,1517,3085.0,1.292,3520,66,1.0,0.33,Existing Customer
713005908,47,F,2,Graduate,Married,$40K - $60K,Blue,36,5,2,3,2255.0,1733,522.0,0.903,4772,83,0.729,0.769,Existing Customer
715754133,42,F,3,Graduate,Single,Less than $40K,Blue,32,2,2,3,3391.0,1359,2032.0,0.662,13212,107,0.646,0.401,Existing Customer
803595858,56,F,3,High School,Married,$40K - $60K,Blue,51,5,2,1,1438.3,0,1438.3,0.597,594,14,0.556,0.0,Attrited Customer
709742958,45,M,5,High School,Married,$60K - $80K,Blue,37,3,1,3,15626.0,1148,14478.0,1.028,3386,65,0.711,0.073,Existing Customer
720962208,42,M,2,Post-Graduate,Married,$60K - $80K,Blue,27,2,2,2,2476.0,2250,226.0,0.969,4659,48,0.6,0.909,Attrited Customer
710715783,52,F,1,Uneducated,Single,Less than $40K,Blue,45,5,2,3,1633.0,0,1633.0,0.725,4436,75,0.667,0.0,Existing Customer
720190908,59,M,1,High School,Single,$60K - $80K,Blue,51,6,2,4,8973.0,1300,7673.0,0.568,4699,72,0.714,0.145,Existing Customer
710058033,51,M,0,Uneducated,Divorced,$120K +,Blue,41,4,1,0,23898.0,0,23898.0,0.486,3781,66,0.61,0.0,Existing Customer
715713408,55,M,2,Graduate,Married,Less than $40K,Gold,46,3,5,3,15987.0,0,15987.0,0.82,15853,117,0.56,0.0,Existing Customer
708684108,46,F,4,Graduate,Married,$40K - $60K,Blue,34,5,3,1,4152.0,1446,2706.0,0.826,2218,30,0.304,0.348,Attrited Customer
710092683,38,M,2,College,Married,$80K - $120K,Blue,30,2,3,2,3735.0,1421,2314.0,0.57,1837,47,0.741,0.38,Existing Customer
709078908,48,F,3,High School,Single,Less than $40K,Blue,32,1,2,3,2648.0,1539,1109.0,0.94,4926,89,0.816,0.581,Existing Customer
711216933,42,F,1,High School,Married,Less than $40K,Blue,36,4,3,1,2190.0,1299,891.0,0.938,5026,77,0.711,0.593,Existing Customer
721012983,46,M,3,Doctorate,Married,$80K - $120K,Blue,38,6,1,2,12935.0,1417,11518.0,0.738,3528,61,0.743,0.11,Existing Customer
713014533,54,F,3,Unknown,Single,$40K - $60K,Blue,43,6,3,4,5632.0,1596,4036.0,0.951,3557,64,1.065,0.283,Existing Customer
715540233,43,M,3,Graduate,Single,$60K - $80K,Blue,34,6,1,2,20755.0,2276,18479.0,0.801,4615,79,0.837,0.11,Existing Customer
810986883,45,F,0,High School,Single,Unknown,Blue,40,5,4,0,2557.0,1898,659.0,0.772,4808,83,0.694,0.742,Existing Customer
708635058,53,F,0,High School,Single,Less than $40K,Blue,44,4,1,1,1904.0,886,1018.0,0.695,4798,85,0.809,0.465,Existing Customer
708982158,48,F,2,Graduate,Single,Less than $40K,Blue,36,2,2,3,3352.0,2122,1230.0,0.701,14802,106,0.797,0.633,Existing Customer
779754408,44,M,3,Graduate,Single,$40K - $60K,Blue,33,3,2,2,2477.0,2123,354.0,0.699,4349,69,0.725,0.857,Existing Customer
713826183,41,M,3,High School,Unknown,$40K - $60K,Blue,33,4,3,4,1639.0,0,1639.0,0.481,2242,44,0.571,0.0,Attrited Customer
779170008,51,F,2,High School,Single,$40K - $60K,Blue,32,4,1,2,5351.0,0,5351.0,0.763,4596,78,0.5,0.0,Existing Customer
717189183,35,M,1,Doctorate,Single,$40K - $60K,Blue,24,6,3,2,10467.0,1961,8506.0,0.713,2665,65,0.667,0.187,Existing Customer
710691633,58,F,1,High School,Married,Less than $40K,Blue,43,4,1,4,1957.0,1152,805.0,0.899,4546,78,0.5,0.589,Existing Customer
716258358,57,M,2,Uneducated,Single,$60K - $80K,Blue,36,1,1,3,23058.0,1534,21524.0,0.701,7009,82,0.708,0.067,Existing Customer
708899283,40,F,3,Uneducated,Single,Unknown,Blue,28,3,3,3,2690.0,1935,755.0,0.593,4917,81,0.653,0.719,Existing Customer
711967158,35,F,3,Graduate,Single,Less than $40K,Blue,23,6,3,1,2211.0,1370,841.0,0.781,4359,79,0.927,0.62,Existing Customer
716893683,55,F,3,Uneducated,Single,Unknown,Blue,47,4,3,3,14657.0,2517,12140.0,0.166,6009,53,0.514,0.172,Attrited Customer
716283108,44,F,4,Uneducated,Married,Less than $40K,Blue,36,2,2,3,6769.0,1133,5636.0,0.743,7986,88,0.6,0.167,Existing Customer
712766208,45,M,5,Uneducated,Single,$120K +,Silver,36,4,2,1,34516.0,0,34516.0,0.732,8603,84,0.615,0.0,Attrited Customer
794551383,50,F,3,College,Single,Less than $40K,Blue,32,5,3,4,4419.0,1218,3201.0,0.879,4535,75,0.562,0.276,Existing Customer
713648208,40,F,2,Graduate,Unknown,$40K - $60K,Blue,32,6,2,2,3097.0,2409,688.0,0.912,4624,86,0.87,0.778,Existing Customer
789301458,41,F,4,High School,Married,Unknown,Blue,30,5,2,2,9139.0,1620,7519.0,0.773,4675,78,1.108,0.177,Existing Customer
779140533,49,M,2,Doctorate,Married,$120K +,Blue,34,3,6,4,27124.0,2311,24813.0,0.73,15195,121,0.729,0.085,Existing Customer
711310908,53,F,4,College,Married,Less than $40K,Blue,36,4,1,3,2972.0,2160,812.0,0.956,2552,62,0.676,0.727,Existing Customer
778839108,50,F,3,High School,Married,Less than $40K,Blue,31,3,1,4,6292.0,0,6292.0,0.515,3687,74,0.644,0.0,Existing Customer
788360283,33,M,1,Graduate,Single,$80K - $120K,Blue,26,4,1,0,1438.3,0,1438.3,0.865,2557,55,0.618,0.0,Existing Customer
784868958,56,F,1,High School,Married,Unknown,Blue,49,1,2,1,17542.0,2517,15025.0,0.8,13939,138,0.792,0.143,Existing Customer
825368658,40,F,4,High School,Single,Less than $40K,Blue,36,5,5,3,2932.0,1664,1268.0,0.612,4795,82,0.708,0.568,Existing Customer
787557258,52,F,4,Graduate,Married,Unknown,Blue,42,5,3,2,1816.0,0,1816.0,0.664,4957,78,0.773,0.0,Existing Customer
712206033,55,M,1,Graduate,Married,$40K - $60K,Blue,36,2,1,2,3705.0,1355,2350.0,0.742,16089,119,0.725,0.366,Existing Customer
809846283,42,F,1,Unknown,Married,Less than $40K,Blue,37,3,3,0,1438.3,0,1438.3,0.72,4154,78,0.814,0.0,Existing Customer
719815383,49,F,4,Doctorate,Married,Unknown,Blue,39,4,4,1,2333.0,1414,919.0,0.632,5137,89,0.679,0.606,Existing Customer
708611733,42,F,1,College,Married,Unknown,Blue,33,4,4,3,3119.0,1328,1791.0,0.967,4659,82,0.673,0.426,Existing Customer
714171108,48,F,3,Graduate,Divorced,$40K - $60K,Blue,39,6,2,3,2115.0,1141,974.0,0.616,1223,20,0.538,0.539,Existing Customer
789154833,56,M,3,High School,Single,$80K - $120K,Blue,44,5,2,0,19030.0,912,18118.0,0.894,4137,72,0.532,0.048,Existing Customer
712070208,61,F,1,College,Single,Unknown,Blue,50,4,4,1,6673.0,2458,4215.0,0.625,4141,82,0.547,0.368,Existing Customer
719006508,34,M,2,Graduate,Married,$60K - $80K,Blue,36,5,1,3,2763.0,1913,850.0,0.598,4136,69,0.568,0.692,Existing Customer
789875883,41,F,4,Uneducated,Single,Less than $40K,Blue,31,5,1,2,2490.0,627,1863.0,0.345,1391,45,0.364,0.252,Existing Customer
778255083,52,F,1,Uneducated,Married,Less than $40K,Blue,42,5,3,3,3103.0,2517,586.0,0.881,4641,80,1.0,0.811,Existing Customer
820593033,43,F,2,Graduate,Single,$40K - $60K,Silver,39,3,1,2,18524.0,1736,16788.0,0.762,4496,64,0.882,0.094,Existing Customer
791730183,38,F,2,College,Unknown,Less than $40K,Blue,32,2,2,6,7385.0,1817,5568.0,1.029,5070,50,0.389,0.246,Attrited Customer
720264783,58,F,2,Graduate,Married,Less than $40K,Blue,44,4,2,3,5031.0,1327,3704.0,0.553,1433,34,0.889,0.264,Existing Customer
715249533,49,F,3,Graduate,Single,Unknown,Blue,36,3,2,2,3375.0,0,3375.0,0.629,13992,103,0.807,0.0,Existing Customer
711851583,50,M,2,Graduate,Married,$120K +,Blue,42,6,2,1,8220.0,1015,7205.0,1.063,4794,77,0.878,0.123,Existing Customer
714284358,61,M,1,Uneducated,Single,$40K - $60K,Blue,52,2,1,1,2177.0,1329,848.0,0.647,7037,82,0.745,0.61,Existing Customer
779877858,53,F,2,College,Unknown,Less than $40K,Blue,37,2,3,2,2081.0,1342,739.0,1.06,4428,80,0.778,0.645,Existing Customer
712369308,48,F,4,Doctorate,Divorced,$40K - $60K,Blue,35,4,3,2,3646.0,1047,2599.0,0.633,1969,38,0.52,0.287,Attrited Customer
721246833,47,F,3,Unknown,Unknown,Less than $40K,Blue,36,6,2,3,1953.0,1089,864.0,0.859,4636,70,0.707,0.558,Existing Customer
713989233,61,M,0,Post-Graduate,Married,Unknown,Blue,53,6,2,3,14434.0,1927,12507.0,2.675,1731,32,3.571,0.134,Existing Customer
770975133,36,M,0,Graduate,Unknown,Less than $40K,Blue,23,5,2,4,5403.0,1854,3549.0,0.712,4382,74,0.542,0.343,Existing Customer
792402483,46,M,4,Graduate,Single,$60K - $80K,Blue,40,5,2,1,12280.0,985,11295.0,0.841,4263,70,1.0,0.08,Existing Customer
805546308,65,F,0,High School,Single,Less than $40K,Blue,56,3,3,2,5951.0,2517,3434.0,0.787,4554,83,0.694,0.423,Existing Customer
717380133,65,M,0,High School,Single,$40K - $60K,Blue,36,6,4,1,3305.0,1909,1396.0,0.371,4218,72,0.636,0.578,Existing Customer
719848908,41,F,3,Graduate,Married,Unknown,Blue,33,3,3,3,2542.0,0,2542.0,0.587,4087,73,0.78,0.0,Existing Customer
819051183,47,F,4,Graduate,Married,Unknown,Blue,42,4,1,3,16349.0,1925,14424.0,0.833,16207,114,0.81,0.118,Existing Customer
778810083,45,F,3,Graduate,Single,Less than $40K,Blue,35,4,3,3,4210.0,0,4210.0,1.027,4175,58,0.933,0.0,Existing Customer
789526458,44,M,3,Unknown,Married,$40K - $60K,Blue,36,4,2,1,2534.0,1706,828.0,0.793,3965,57,1.111,0.673,Existing Customer
711794358,61,M,0,College,Single,$80K - $120K,Blue,50,2,4,3,21398.0,0,21398.0,0.695,3119,53,0.767,0.0,Attrited Customer
789351783,40,F,5,Graduate,Married,Less than $40K,Blue,30,3,2,2,2114.0,1618,496.0,0.664,4518,88,0.692,0.765,Existing Customer
758106108,45,F,2,Uneducated,Single,Less than $40K,Blue,38,3,2,1,7486.0,1758,5728.0,0.613,4604,70,0.707,0.235,Existing Customer
720846558,49,M,1,Unknown,Single,$80K - $120K,Blue,36,6,3,4,34516.0,0,34516.0,0.665,2512,45,0.324,0.0,Existing Customer
712349808,44,F,4,College,Single,Unknown,Blue,34,4,1,2,12310.0,670,11640.0,0.801,4176,76,0.767,0.054,Existing Customer
718032483,33,F,4,Graduate,Married,Less than $40K,Blue,16,5,3,2,1438.3,611,827.3,0.692,4688,89,0.816,0.425,Existing Customer
803963808,39,M,3,Graduate,Single,$80K - $120K,Blue,34,4,3,5,19074.0,0,19074.0,0.804,3762,74,1.0,0.0,Existing Customer
716063583,41,M,3,High School,Divorced,$60K - $80K,Blue,32,1,2,1,4549.0,2109,2440.0,0.953,8642,85,0.7,0.464,Existing Customer
720725883,34,F,2,College,Single,Less than $40K,Blue,20,5,2,3,2715.0,1503,1212.0,0.704,4177,68,0.659,0.554,Existing Customer
718766058,56,M,2,Graduate,Single,$80K - $120K,Blue,36,1,2,2,1438.3,0,1438.3,0.65,2123,37,0.542,0.0,Attrited Customer
772922883,41,M,3,Unknown,Married,$80K - $120K,Blue,22,3,3,4,20543.0,0,20543.0,0.547,1874,42,0.615,0.0,Attrited Customer
787491483,41,M,3,Unknown,Divorced,$80K - $120K,Blue,29,5,2,3,30733.0,1153,29580.0,0.987,3455,80,0.702,0.038,Existing Customer
787482033,60,M,1,High School,Divorced,$80K - $120K,Blue,48,1,5,3,28930.0,0,28930.0,0.645,2251,27,0.227,0.0,Attrited Customer
789187908,56,M,2,Uneducated,Married,$80K - $120K,Blue,45,4,2,2,11102.0,1946,9156.0,0.625,1448,36,1.0,0.175,Existing Customer
719362458,47,F,3,High School,Married,Less than $40K,Blue,36,5,3,3,2822.0,0,2822.0,0.681,5064,74,0.85,0.0,Existing Customer
718304583,43,M,2,Unknown,Married,$60K - $80K,Gold,33,1,3,2,34516.0,1085,33431.0,1.047,4805,54,0.588,0.031,Attrited Customer
715215108,54,F,2,Unknown,Married,Less than $40K,Blue,46,4,3,3,2611.0,1573,1038.0,0.902,4899,68,0.581,0.602,Existing Customer
789996783,36,F,3,Uneducated,Unknown,Unknown,Blue,28,5,3,2,5393.0,2509,2884.0,0.679,4769,102,0.729,0.465,Existing Customer
713983308,60,M,0,Post-Graduate,Married,$60K - $80K,Blue,49,5,1,4,3182.0,1928,1254.0,0.509,1233,35,0.4,0.606,Existing Customer
772706283,38,F,2,College,Married,$40K - $60K,Blue,28,3,3,4,6275.0,1579,4696.0,0.996,1585,43,0.72,0.252,Existing Customer
767376483,27,F,1,College,Married,Less than $40K,Blue,20,5,3,3,1893.0,0,1893.0,0.691,5176,91,0.784,0.0,Existing Customer
715118058,45,M,3,Graduate,Married,$80K - $120K,Blue,36,3,3,1,20274.0,2100,18174.0,0.584,5274,66,0.61,0.104,Existing Customer
816549933,50,M,4,High School,Divorced,$80K - $120K,Blue,45,4,2,2,1687.0,992,695.0,0.721,4342,82,0.783,0.588,Existing Customer
716053083,33,M,2,Graduate,Married,$120K +,Blue,21,2,2,4,27992.0,0,27992.0,0.433,837,18,1.0,0.0,Attrited Customer
719313633,53,F,0,High School,Married,$40K - $60K,Blue,36,6,2,3,2883.0,1936,947.0,0.861,4244,53,0.656,0.672,Existing Customer
816850458,33,M,2,Unknown,Married,$60K - $80K,Blue,28,6,2,4,1698.0,0,1698.0,0.823,2448,40,0.379,0.0,Attrited Customer
712835433,49,F,3,Uneducated,Married,Unknown,Blue,36,5,3,3,1438.3,0,1438.3,0.806,4869,73,0.825,0.0,Existing Customer
771790083,43,F,3,Unknown,Married,Less than $40K,Silver,32,4,3,2,10466.0,2080,8386.0,0.648,4116,64,0.684,0.199,Existing Customer
720698883,51,M,1,High School,Single,$80K - $120K,Blue,38,2,3,3,28605.0,0,28605.0,1.054,5524,67,0.718,0.0,Attrited Customer
721295658,62,M,1,Unknown,Single,$80K - $120K,Blue,55,6,1,4,34516.0,2517,31999.0,0.945,3975,63,0.537,0.073,Existing Customer
793428408,50,F,3,Uneducated,Married,Less than $40K,Blue,44,2,2,1,1596.0,1185,411.0,0.687,5235,76,1.0,0.742,Existing Customer
714483033,45,F,5,Unknown,Married,Unknown,Blue,40,3,2,2,14728.0,0,14728.0,0.708,4660,85,0.735,0.0,Existing Customer
721501308,41,M,3,High School,Single,Less than $40K,Blue,33,6,3,1,7015.0,918,6097.0,0.957,4410,70,0.591,0.131,Existing Customer
721287183,49,F,2,Uneducated,Married,Less than $40K,Blue,35,5,2,3,2081.0,0,2081.0,1.004,4863,87,0.706,0.0,Existing Customer
719475633,42,M,3,Post-Graduate,Married,$80K - $120K,Blue,30,6,2,3,13908.0,0,13908.0,0.719,4319,81,0.976,0.0,Existing Customer
711666708,52,F,2,High School,Married,Unknown,Blue,39,1,3,4,2233.0,1790,443.0,0.798,2888,50,0.562,0.802,Attrited Customer
715581633,53,F,3,Unknown,Married,$40K - $60K,Blue,45,4,3,1,1972.0,0,1972.0,0.761,5085,73,0.587,0.0,Existing Customer
714549558,41,F,2,Graduate,Married,$40K - $60K,Blue,32,3,2,2,9576.0,0,9576.0,0.817,2362,49,0.4,0.0,Attrited Customer
710443833,50,M,2,Unknown,Single,$120K +,Blue,38,4,4,2,2123.0,995,1128.0,0.626,4516,78,0.625,0.469,Existing Customer
711226758,51,F,1,College,Divorced,Less than $40K,Blue,42,3,2,3,4002.0,1669,2333.0,0.702,2024,53,1.12,0.417,Existing Customer
779859558,54,F,3,High School,Married,Less than $40K,Blue,38,2,2,4,2452.0,1012,1440.0,0.46,2398,29,0.318,0.413,Attrited Customer
786480183,50,F,2,Uneducated,Married,Unknown,Blue,44,6,2,5,16763.0,0,16763.0,0.88,3626,69,0.683,0.0,Existing Customer
710572458,36,F,3,High School,Married,Unknown,Blue,24,4,1,1,15439.0,0,15439.0,0.742,2069,43,0.536,0.0,Existing Customer
714197133,51,F,3,College,Married,$40K - $60K,Blue,36,2,3,3,4762.0,0,4762.0,0.526,2811,52,0.3,0.0,Attrited Customer
719732433,54,M,2,Graduate,Single,$60K - $80K,Blue,36,5,3,1,12815.0,1017,11798.0,0.532,3771,78,0.66,0.079,Existing Customer
721468533,59,M,1,Graduate,Single,Unknown,Blue,36,1,5,2,12265.0,1412,10853.0,0.643,7470,82,0.783,0.115,Existing Customer
816378033,46,M,4,Uneducated,Single,$80K - $120K,Gold,41,6,3,2,34516.0,1104,33412.0,0.591,1989,47,0.741,0.032,Attrited Customer
711309033,41,M,2,Unknown,Single,$60K - $80K,Blue,24,6,2,2,17298.0,2310,14988.0,0.844,3663,65,0.806,0.134,Existing Customer
719202708,54,F,3,High School,Married,Less than $40K,Blue,36,2,2,1,5642.0,541,5101.0,0.742,4633,84,0.68,0.096,Existing Customer
772869033,47,M,3,Unknown,Single,$120K +,Gold,38,2,4,3,34516.0,1342,33174.0,0.69,7283,89,0.648,0.039,Existing Customer
714506583,48,F,4,Graduate,Unknown,Less than $40K,Blue,38,4,3,1,1438.3,0,1438.3,0.647,4601,78,0.625,0.0,Existing Customer
720648483,39,M,4,College,Single,$80K - $120K,Blue,31,4,3,2,32210.0,1115,31095.0,0.62,1821,53,0.514,0.035,Existing Customer
807044958,34,M,3,High School,Married,$40K - $60K,Blue,29,6,3,3,2937.0,869,2068.0,1.493,2171,45,0.875,0.296,Existing Customer
780042633,37,F,2,Unknown,Married,Unknown,Silver,21,2,2,2,31718.0,0,31718.0,0.91,7432,64,0.641,0.0,Attrited Customer
769170558,53,M,3,Graduate,Single,$60K - $80K,Blue,47,6,4,3,16320.0,0,16320.0,0.757,1279,41,0.708,0.0,Existing Customer
714347508,35,M,2,Uneducated,Single,$60K - $80K,Blue,21,4,3,3,7766.0,1278,6488.0,0.806,2423,74,0.609,0.165,Existing Customer
714907908,51,F,0,High School,Married,$40K - $60K,Blue,40,6,2,2,5450.0,1674,3776.0,0.588,3722,77,0.711,0.307,Existing Customer
815072283,50,F,3,Graduate,Married,Less than $40K,Blue,45,1,3,1,1789.0,1156,633.0,0.748,5110,75,0.63,0.646,Existing Customer
771829758,36,M,3,Uneducated,Married,$80K - $120K,Blue,25,6,3,3,21434.0,1345,20089.0,0.603,2143,46,0.586,0.063,Existing Customer
711491283,44,F,3,Doctorate,Married,Less than $40K,Blue,36,4,3,0,1975.0,1264,711.0,0.671,2959,63,0.8,0.64,Existing Customer
716485308,43,F,2,Unknown,Unknown,Less than $40K,Blue,36,4,3,3,1780.0,1541,239.0,0.839,5008,93,0.722,0.866,Existing Customer
708821733,43,F,3,Unknown,Single,$40K - $60K,Silver,36,2,3,4,19713.0,531,19182.0,0.792,8301,70,0.591,0.027,Attrited Customer
803335008,48,F,2,Graduate,Divorced,Unknown,Blue,43,2,3,3,7791.0,1472,6319.0,0.979,13945,107,0.754,0.189,Existing Customer
709635858,56,F,3,Graduate,Married,Less than $40K,Blue,45,6,2,3,2235.0,0,2235.0,0.556,1229,27,0.35,0.0,Existing Customer
710912733,44,F,1,Uneducated,Married,Less than $40K,Blue,36,3,2,4,1953.0,1762,191.0,0.743,4590,91,0.655,0.902,Existing Customer
771559158,58,M,3,Uneducated,Unknown,$80K - $120K,Blue,46,3,1,3,2375.0,1163,1212.0,0.917,4769,80,0.905,0.49,Existing Customer
757256358,45,M,3,Graduate,Single,$60K - $80K,Blue,38,1,3,3,3243.0,1580,1663.0,1.075,15710,122,0.743,0.487,Existing Customer
711900033,57,F,0,Doctorate,Married,Unknown,Blue,46,5,2,1,4661.0,1734,2927.0,0.789,5242,81,1.382,0.372,Existing Customer
803973483,49,F,3,Unknown,Single,Less than $40K,Blue,44,4,2,4,1546.0,0,1546.0,0.793,4496,83,0.66,0.0,Existing Customer
713336883,61,F,0,High School,Single,Less than $40K,Blue,36,4,3,4,1760.0,0,1760.0,0.457,2285,46,0.643,0.0,Attrited Customer
